name,date,rating,review
rivoz,"Mar 28, 2020",5,I bought this to play with my daughter. Unfortunately Nintendo messed up with playing 2 on 1 console. I can't go through the main story like the first player. I'm restricted to wait for that and basically need to buy another switch and another copy of the game. That's useless. Otherwise the game is good though...
MisterMajestic,"Mar 28, 2020",0,"I haven’t played an Animal Crossing game in the past, but with the self-quarantine going on I figured buying this game to enjoy with my siblings would be a great way to pass the time. We planned on playing on our own worlds and had heard that there was a way to visit each other’s local islands. However, we were met with a restriction on our fun that drastically contrasts a game in this style. There is only  ONE island per CONSOLE. Yes, that’s right, you can only make ONE island on each Nintendo Switch. It doesn’t matter if you switch accounts. The higher ups over at Nintendo have decided that with this $60 purchase you are granted ONE little island. But that’s not even the best part! You see, you can in fact join islands locally! Huzzah! But... you can’t progress, you can’t check your inventory, you can’t even walk too far away from the person who made the island. Thanks Nintendo! And so, that leaves my siblings and I in the queue for a refund, and a feeling of disappointment. Surely that can’t be what the developers had wanted right? Well, that’s what they created. This limitation can be interpreted in one of two ways: At worst, a greed-fueled effort led by Nintendo corporate executives to get consumers to buy more than one Switch, so that you can have more than one island, or at best, a way to bring players together locally so that they can learn what a leader and a follower is, and where player 2 fits into that equation. Goodbye Animal Crossing, my siblings and I wish we had the chance to enjoy your content, but you had other plans."
cp531994,"Mar 28, 2020",4,"The game at its heart is fun, while also looking the best this series has ever been. Unfortunately this game doesn't offer anything new. Multiplayer is a sad excuse, if you visit an island of a friend and want to help build forget it. This game limits you interactions. Then there is 1 island per console. Saves are tied to that console. So if you damage or lose your switch your progress is gone. These factors way into this rating for a game that has the potential to be an 8/10."
sdallahii,"Mar 28, 2020",3,"Unplayable if you happen to be sharing the Switch with a family member who just wanted to try it out and got bored after first day, whereas I played the game for DAYS before realizing that this situation is making it impossible to progress in the game."
Kwek,"Mar 28, 2020",9,"As somebody who actually plays the game with 2 players on one console instead of just complaining about it. I actually like this feature, it gives us a lot more interaction with each other. After reading some of the reviews I've seen a lot of misinformation about the 1 island rule. My point is don't trust these 1 or 0 ratings who haven't even given the game a chance or even touched the game."
Diegocosta124,"Mar 28, 2020",0,"One island per switch
seriusly nintendo? In 2020? Update the game and make more islands per console!!"
LJGWI,"Mar 28, 2020",10,A perfect and worthy game! A must try! Anyone who rate lower than 8 must be a jerk! Enough said!
Hizubiki25,"Mar 28, 2020",5,Having one island is bad but the game is good. But I hope they update the game to have multiple islands.
ZeldaWars,"Mar 28, 2020",0,"I really have been enjoying the game so far, but the reason for such a low score is one simple reason. The baffling decision to make it so there’s only 1 island per Switch console, because of this incompetence, my girlfriend can’t make any progress in the game and now has to wait to see if Nintendo will decide to fix this (which shouldn’t have been an issue in the first place)"
Draconequis,"Mar 28, 2020",0,"My sister and I share a single switch. We bought it together because we live together and we have enjoyed our games so far. Enjoying separate save files for all of the games so far on one system. We shared breath of the wild (which has a much larger map and more detailed graphics).  And now when we went to play we learn there is only one island per console.  Which means if you want to play animal crossing your own way you have to buy an entire switch. This problem cant even be fixed with switching  sd cards because the game saves directly to the switch. Does this mean that if I did buy a new switch I wouldnt be able to transfer my game save file over as well? I was planning to get a v2 eventually for the extended battery life.

Now I was willing to maybe overlook that, however this game was clearly built for one player. The first player who boots up the system gets to be the island representative. This means that all of the tool advancements, craftable recipes, and any building locations are all decided by player one. This basically makes player two a glorified npc. Not only this but I learned that you cant send fish or bugs to a friend. Which is so dumb because I purposefully chose the opposite region so I could give my friends cool things they dont have yet.

I had also hoped to have a great white shark in my room but the display for a shark is now a tiny pool with high walls and you can scarcely see the creature inside. I dont know why they decided to change the model to something that looks so awful.

I am severely disappointed in nintendo for what they've done.

Dont get me wrong the game is fun, but dont expect to play it with anyone."
Subayee,"Mar 28, 2020",9,Don’t understand why this game is being blasted for only one island per console it’s been this was through every single AC game ever. This game is a giant step up from the previous titles because of the gameplay and the graphics
robrcf,"Mar 28, 2020",0,Minus 9 points for 1 island per switch. You have to share all resources on your island with everyone in your house who plays which causes a lot of unnecessary stress. There is no excuse to have this restriction.
cheekynandoseu,"Mar 28, 2020",0,"Sorely disappointed with the choice to make it one island only per console. Not only this, but to give essentially all of the power to the first user? It's a completely greed-ridden business tactic if you ask me. What I cannot justify is that this decision was made for a game released on a home console, one promoted and marketed to be played and shared with your family and friends. I've never played an animal crossing game in my life, I was so looking forward to it seeing as I had purchased the special edition console for my partner, and I was met with nothing but dissappointment, as all I can essentially do is place decorations and steal resources. As a first time Nintendo buyer, this experience has left a bad taste in my mouth already."
KixWasHere,"Mar 28, 2020",8,"I like alot of the new additions to the game such as ladders, pole vault, etc. But the way they treat (Player 2) is horrible and not haveing a cloud save save file is a major step in the wrong direction. Not to mention haveing to pay a subscription to play online. But its still a good game, i just hope they can fix it later on"
AHDrcool,"Mar 28, 2020",2,"I’ll update this score if they allow multiple people on the same console to have equal responsibilities. I am giving it a low score because of the same issues that other reviewers  have mentioned (lack of multiple islands per console, lack of co-op controls, restrictions of “player 2” abilities.) these are unnecessary gameplay issues that could be fixed. Despite the potential of this game, I want to see change. Nintendo please listen to the users this time, I would love to have a better at home experience with this game with my partner."
HaliPuppeh,"Mar 28, 2020",4,"While the game is good from what I've seen and looks like fun, only being allowed one island per console is a deal breaker for me. All players should be able to have the same experience, but this isn't possible because only the first player has any creative control over the island.

AC is finally on a console that allows multiple user profiles, but those don't make a darn bit of difference with this game. Nice cash grab, Nintendo. We won't buy another Animal Crossing game."
Kanoshem,"Mar 28, 2020",10,"Most reviews here that are low, are review bombs due to the fact that the game locks the Switch to one island per system. As well as the current lack of cloud saving. These are unjust and angry reviews that do not understand what the game is meant to be! Animal Crossing New Horizons is the latest entry in the Animal Crossing series, it is incredible, hosting many improvements, including a new random Island system whereby you can travel to a randomly generated island to gather resources, fish, and catch bugs. Not only this but nook Miles is a new system which allows constant progression for doing anything in the game (paying mortgage, fishing, talking to villagers, etc.). The restriction of one island per system is intended to make the game feel personal. As your island and all its progressive, is only on one system. It's truly the best animal crossing game to date and a must buy."
Sir_Wolfgang,"Mar 28, 2020",2,"Nice game, but what should this be with only one island an account! My wife and I, we love the former games, playing together in different villages, but now? But this is really disappointing. I hope, the will change it it asop."
MOleszek,"Mar 28, 2020",0,This game is cute and family friendly at the first glance. However if you have more than one person who wants to play this game it immedately goes from cute little farming game to frustrating hellscape.
STOPcryingdude,"Mar 28, 2020",10,"This game is fantastic. Relaxing, a lot to do and achieve, it doesn't get boring that easily!

Now what's dumb is how people cry about the fact that there's only one island per console. The game is more open than the other entries into the series. Cmon, get over yourself and deal with it for now. It isn't even a valid reason for you to rate it with 0 just because of this."
King1021,"Mar 28, 2020",0,Having only one player pretty much be in control of the island **** and is more of a single person game which was really disheartening. Stuff like this can turn fans away from playing the game again
Ah-choo,"Mar 28, 2020",0,Bought my wife the game for my switch. She’s 30 hours in. I wanted to start my own island from scratch but Nintendo expects me to spend $399 CAD more for a new switch and $80 CAD more for a game both of which I already own. This is beyond stupid and greedy from Nintendo. I’m extremely disappointed. Rated a zero cause I don’t get to play a game I already paid for on a console I already paid for.
Marayna,"Mar 28, 2020",0,the whole one island per switch console is a bunch of bs. don’t waste your money just play the ds versión at this point. would be a 10/10 game if it didn’t cause family issues with us not being able to have our own island. disappointed!
MomGamer,"Mar 28, 2020",0,It is hugely disappointing that the game only allows a single island.  My kids have been counting the days for this game to arrive (267 days of counting and waiting!!!!). One child played for a bit and the other got ready to play and then discovered they could not create their own island.  While the game play itself is fun and well designed this is a major weakness. With no warning at the outset of play that only a single island will be available.  Nintendo really needs to remedy this.
generalPattern,"Mar 28, 2020",0,"I'm sure my girlfriend would give a better review as her experience of the game has been unhindered by having the first turn at our new purchase of Animal Crossing. However, neither of us realised that we'd have to share an island, and as the initial player, her character gets the full experience of the game. However, I get to miss out on building up the island, contributing to key parts of the campaign and missing out on key information including items/recipes that prevent me from accessing whole areas of the game. She currently has to mail me a frigging ladder at the end of her turn. We have different schedules and frankly this ****. Don't bother with this version of the game if you will be sharing it with someone who does not have their own Switch. Nintendo, please explain this dumbass move."
JustinASec,"Mar 28, 2020",4,"The game is amazing, but the fact that I have to get another switch so my girlfriend can play her own island is insane and is kinda EA levels of greedy. If only I could save my island to the cloud, or even my SD card, she could play, but that's all disabled for reasons."
Zanderzen,"Mar 28, 2020",1,"Only one principal account.
I have two daughters, it is very cruel that only one can enjoy the game because of the bad practices of nintendo."
CrackPipe,"Mar 28, 2020",4,"So far, I have put more time into this game than I’d like to admit. I really like a lot of the new things that have been added, but I feel that so much of the old content that made the game feel well rounded is missing. I am at the point where I believe I have obtained every shop/ building in the game and there’s about the same amount as the GameCube game. Pros:
Fantastic graphics
Online works very well
Museum is beautiful
Fishing/bug catching is still solid
Fossils are the same Interior design system
Sending letters/presents to real life friends
Villager interactions are better
Lost items aren’t as annoying
Crafting system for building items
Nook miles system

Cons:
Only one upgrade of nook’s cranny
Very little to do other than fish, catch bugs, and collect resources A lot of beloved characters from older titles are completely gone. Only characters, other than villagers, are the nooks, Isabelle, blawthers, able sisters, and occasional merchants
No club
No garden store
No dream lounge
No kicks(he stops by town with small inventory)
No tours No post office
No shampoodle
No coffee shop
Items are very expensive for basic household things(ex:cello=100,000 bells)
One island per switch(doesn’t affect me)
Wait times for tutorial are many
Items break all the time
Crafting takes way too long depending on the item
Tedious work for resources
No tropical fruit
No hedges No swimming/diving
No ordinances
Moving buildings on island costs a lot of money and is not the easiest to get perfect Overall, I feel as if this game is just a hollow shell. For $60 I expected there to be more content then ever but it just feels barren. This is from someone who owns and has loved all the past games. Hopefully updates add a bunch of content, but $60 for an unfinished game is not acceptable."
SFODFOTOC,"Mar 28, 2020",1,If you have a Switch for only yourself then I recommend this game but if you have a Switch multiple people use? DON'T! This is really bad and quite frankly really throws me off. You can only have one island on the entire console. So good luck trying to experience all the game has to offer because others will take experiences from you and probably even accidentally steal from you. This is really bad and Nintendo needs to fix it now!!!!
Under_Ach1ever,"Mar 28, 2020",1,"I bought this game digitally for my wife and I. Started the game under my account. Wife wanted to play but cannot play her own game. She has limited abilities to play within my game space. This game doesn't let more than one person have an island on a Nintendo Switch. Not even if you have multiple accounts, with multiple Nintendo Online subs. Do not support this."
tacogardevoir,"Mar 28, 2020",8,"Sure it suffers from the inability to make more than one island along with the older animal crossing tripe, but the amount of review bombs for this game is stupidly overblown. It is an incredibly enjoyable game that just has some flaws for groups of people who all want to play. Just realize that the limits of accessing others islands for the most part is just the same as a Minecraft world or Terraria game. If the owner leave you can't play on that world again. Deal with it and enjoy the great game you do already have."
Joquerol,"Mar 28, 2020",0,Nintendo fix this.This is the worst time to be SO greedy. My wife and I were very excited to play our first Animal Crossing ever. Now we're probably just going to skip this one entirely.
Camelapollo3439,"Mar 28, 2020",3,"Well sadly I got to be the second islander, at first I was excited I got to live with my brother on the same island, but the problems started to appear soon there after... Basically there were no resources around, the other villagers are pointless, I can't even donate for building like come on man I want to help out. Nontheless it is a beautiful game, but I just can't play it basically, I can only fish and catch bugs to sell and that's it, I'm stuck in that same loop and honestly it can get boring."
DMGVR,"Mar 28, 2020",1,"Local co-op (a key component of the game) is effectively broken; though I'm sure only being able to progress with a single character at a time is a ""feature"" according to Nintendo..."
absentxminded,"Mar 28, 2020",10,"I had very high hopes for this game, and I started playing this series as a kid when wild world was released. This game has surpassed all expectations I had, and I've already put so many hours into it. It has all of the elements from the old games plus so much more."
Ari2711,"Mar 28, 2020",10,"My first Animal Crossing game and I'm absolutely in love with it. It's the perfect game to play in the current situation. There are tons of furniture, decorative and clothing options that all look beautiful. You can create your own designs and share them with everyone. You can even use old designs from New Leaf. The best part is the museum. Tons of fish and insects are available to be collected and donated to the museum. It's incredibly fun to meet up with friends and tour each others collections. You can even dig up fossils and donate them to be able to see huge skeletons of dinosaurs."
exycited,"Mar 28, 2020",3,"I bought this game, bc I thought it would be relaxing and fun. It probably is for the first player but not for the second player on the island.

My roommate started her playthrough first and I was excited to start mine too only to be extremely disappointed that I cannot make my own island and instead I have to be stuck on her island as a second player.
The fact that the second player cannot progress through the story like the first one makes it a sad experience - as a second player I am missing the story, some dialogue options and interactions as well as creative control over the island and so the reception of the game changes a lot for me. Also, it's not only the story, the mechanics change too - I cannot even get the axe recipe without spending the money. The first player gets it through interactions with Tom Nook. And while the cost might be similar in both cases, the experience is very different - i really dislike it.

The restriction of one island per switch is artificial and could easily be changed to one island per profile. I've already paid whole 60$ for this game - and because of the limit of one island per console it feels like the price is too high. Especially when we compare it to other Nintendo games at a similar price point like BOTW which can be played separately on different profiles.

Animal Crossing has a family-friendly rating and so you would think it would be a family-friendly game, but if you want to play with your spouse or have more than one child you would have to buy a whole new Switch for both people to enjoy the game on their own instead of having to share an island because of some artificial restrictions.
Also the fact that this cannot be remedied by buying a second game cartridge and only by buying a second Switch makes it feel like a cash grab on the side of Nintendo. I understand that the saves are stored on the console not the cartridge, but I am sure this could have been remedied in some way.

I had very high expectations of this game and was looking forward to spending time on my island paradise with cute animal friends, but instead I feel like an NPC in my own game and I have to fight over resources with my friend...
I wish I could give this game a higher score, bc it really is cute and sweet, but I don't feel like I can do that in this situation - thus the low score.

I hope Nintendo rethinks this and patches the game, but I am not very hopeful that it will happen."
Pems,"Mar 28, 2020",10,Flawless in so many ways. Do yourself a favour and don't pay attention to petty review-bombers.
Karegg,"Mar 28, 2020",0,"Allowing only one island and one primary resident per console is unacceptable.  Had we known, I'm not sure if we would have bought it.  It's causing hard feelings in my household."
AlxFz,"Mar 28, 2020",0,"I want second island!! For my kids
Why nintendo?? Whyyyyyy?? 3ds i got 3 copies..."
bulletchan,"Mar 28, 2020",9,Nintendo never hid the fact it was one island per Switch. Please cry more. The true fans are too busy enjoying themselves to give a damn.
mediamajors,"Mar 28, 2020",0,"Is it just me or is anyone else getting tired of Nintendo's game restrictions??
I bought this game for my girlfriend with every intention of creating and sharing a island together but she arrived at the island first and now I feel like my island experience has been watered down. I'm unable to have my own save file and I'm unable to progress the game in any meaningful way. I'm basically a worker bee. Thanks for creating a wonderful innocent game and then drowning it with monetary restrictions Nintendo. I suppose you expect me to go buy another switch... Oh wait you can't find them because Nintendo doesn't understand what is expected of them"
irzaliando,"Mar 28, 2020",8,"Although the 1 Switch 1 save file is terribly frustrating, this game is still really amazing. It's simply the best Animal Crossing game to date."
Sammyjwt,"Mar 28, 2020",10,"This game is AMAZING! The review bombing on this website is truly toxic. Yes it's not optimal to play with multiple players on one switch, but this was already mentioned before release. It's not a reason to give it a 0/10. I have been playing daily since March 18th and I can say that this is one of the most fun and relaxing games I've played in a long time. There is so much to do, but all in your own pace. Want to play 20 mins a day? Go ahead! Or binge it the entire evening farming materials and crafting furniture for your cozy little house? It's up to you! Normally I'm into action games and shooters but so far I'm really enjoying this game and I can't wait to see what April has in store for us. 10/10"
Mishawak,"Mar 28, 2020",4,"Have been in the animal crossing fandom since the gamecube release. Me and my boyfriend bought a switch two years ago for the sole purpose of having a console to play on should they release a new animal crossing. When it was finally announced we were thrilled, mostly thrilled for multiplayer as we had always had to play at separate times in the past. This is not a multiplayer game. Only the leader gets access to normal features of the game, and you have to frequently switch out to get anything accomplished. You can’t fish at the same time because not enough fish spawn when there are two players, so you must take turns and decide who will catch what. Not only that, but I later learned that because my boyfriend was the first player to create an account, he would be the only one to get complete access to all gameplay. This means for any exciting developments, I had to wait for him to get on and get them done for me. As someone who plays more often, this is not too great for me. I love the game and the new features they have included, but it seems like they designed this game so you would absolutely have to purchase a second console and second copy just to get the full experience you were intended. I’m very sad as me and my boyfriend essentially have to fight over who will be the leader and it creates the opposite of a smooth playing experience. Really hoping that Nintendo decides to add some changes in the future. Even a split screen play would be better than what they have decided to implement. Great game, if you’re the only one in your household playing."
Gamer_Rich,"Mar 28, 2020",2,"Game is nice as a whole, really like the upgraded museum. With that being said however there was no reason why friend island could not have transferred over from new leaf to new horizons except for lazy ness."
Tibstradamus,"Mar 28, 2020",0,I have never left a game review but I made an account just to leave one for this game. Only having one island per switch is dumb but I can deal with it. Not being able to progress as the secondary player is ridiculous. Greedy Nintendo at it again. I'm sure there's people stupid enough to buy a second switch AND game just to be able to fully play with another person.
HarrisonBaggins,"Mar 28, 2020",1,"My review is based on the fact that I just happened to create my account after a 1st player. A 1st player's review may be totally different. As a 2nd player, you are required to sort of be a 2nd class citizen of the island. It's almost like you are living the life of one of the NPC villagers. You're unable to fully experience the whole ""start an island from the ground up"" thing the game was touting. Nope. Only 1st player can do that. You are hindered until they decided (and only they decide) how the game advances in any meaningful way. This is ridiculous game design."
thierfeu,"Mar 28, 2020",1,"The game is nice, smooth, fun, everything I love into a video game.  so my mark is 10/10

but... there is a terrible point that is the fact that only one island can be created per CONSOLE !
unacceptable, and regarding this decision the game desserves a -9 points markdown.

so it's 1/10"
Cpal4554,"Mar 28, 2020",10,"Amazing game. So much fun stuff to do. Very well made, both for tv and handheld use. Easily worth the money. Considering how much fun is to be had, it makes sense they put in some restrictions. Not worth complaining about, you’ll still get hundreds of hours out of it, each!"
Arct1c76,"Mar 28, 2020",10,"Graphics look amazing from the jump from New Leaf to new horizons. The one island per switch does kinda ****, but that's not really a huge concern for me  because I have fun sharing an island with my family, also if it can be fixed with an update then I dont think it should be counted against, that's just my opinion."
CallMeFreak,"Mar 28, 2020",2,"I felt the need to give my husband his half of the money back when we realized that he would be a glorified visitor. I started the game first because he drove and I started playing it on the way home after getting it.
Even if we wanted to get another Switch and another copy of the game, we can't. (Plus that's another $360 down the drain, or $260 if we want drifting issues we can't get fixed out the box.) By the time we can we'll both have moved on to something else.
I enjoy the game a lot more than he does, that's for sure. I'm glad that there's BL3 DLC that he can enjoy instead.

I'm sorry I want to spend my $60 the way I want to."
rihards,"Mar 28, 2020",0,1 save! rly? I hate this nintendou game. animal crossing is forcing me to buy additional switch to play with my FAMILY!!!!!!!!
Yawgmoth81,"Mar 28, 2020",9,"I very rarely give a game a 10/10, because there's almost always room for improvement. So that 's why I gave a 9/10. I was waiting for this game since the switch came out, after hearing and reading about the game while it was in development I made the descission to buy it, even with all the criticism out there... I was not dissapointed. It's a shame that there's only one island per switch, but it's another reason to buy a switch for my children so we can visit eachothers islands. It's not a reason to give this game a very bad review, because if the only thing that turns your 0 into a 9 or 10 is the one island per system thing maybe you shouldn't have bought it, because that was a feature everyone knew from the beginning... Do your research before you buy people... Otherwise just enjoy the game as is. I know I am. ;-)"
ThatSnailIsFast,"Mar 28, 2020",10,"Y'all are being ridiculous. This game is phenomenal and it doesn't deserve to be review bombed because you can only have one island per system. I get it, kids won't enjoy the feature, but review bombing ignores how otherwise extraordinary this game is."
Jaenes,"Mar 28, 2020",10,"Я думаю это лучшая игра в которую я когда либо играл.Спасибо Nintendo!Многие считают,что нинтендо сделали один остров на консоль из-за жадности,но я думаю что это бред"
Ray1999,"Mar 28, 2020",10,"I've played Nintendo since the NES console days and I can honestly say that this is one of the best games released to date. Do not believe the haters, I'm sure they are all addicted to the game like everyone else and playing it every day but they think its amusing to bring a games score down like the Warcraft fiasco (which deserved a negative rating). Nintendo have always been 10+ years behind everyone else when it comes to online functionality so I did not expect multiplayer to work seamlessly and the fact I cant save to the cloud is annoying because i cant transfer my save files to my switch lite. Other than that just play the game, get lost in it and try to switch off from the coronovirus fears"
Thh90,"Mar 28, 2020",3,"I hate the fact that only 1 island per console as I believe most of the players would rather have the freedom to develop their island and have their own collections of stuffs by their own. If it is because of local co-op function, l would rather not have it, even though I have multiple family members sharing the console"
Governatore,"Mar 28, 2020",4,"Honestly, the fact that each player can't have his/her own island is kind **** deal. I truly hope that there will be an update fixing the issue."
Stomtz,"Mar 28, 2020",0,"Bought the game for my Girlfriend and me. The system that you can only have one island is absolutely **** Why Nintendo, why???? Destroyed so much fun for me.."
Navaking,"Mar 28, 2020",0,"My wife started playing before me. No option to create my own island which is fine but you can’t progress in anything... Being the 2nd player to start on a console ****!!!! You miss out on so much that only the 1st player gets in terms of activities, resources, etc. It's absolutely terrible. You have to buy a 2nd console if more than one person in your household wants to get the full game experience. That's unacceptable."
CocaColaCan,"Mar 28, 2020",10,Amazing experience. This is the closest we can get to animal crossing perfection.
Highheels82,"Mar 28, 2020",10,Probably the best game I’ve ever played. Animal crossing New Horizons is a wonderful and relaxing game especially during this tough time.
Bmunoz23,"Mar 27, 2020",0,Only one island per console. The only way to get another is to buy another console I don’t mind buying another copy of the game but another console is too much. I’m leaving such a negative score in the hopes nintendo has a change of heart.
Elmamuchi,"Mar 27, 2020",10,Can't stop playing!
budweiserbuck,"Mar 27, 2020",4,"I love this game, but like all the other reviews I don't like the ""1 island per switch"", my brother was super excited for this game and it's terrible to see him upset, that just broke my connection with the game. I get some people are going to say, ""Why don't you just share?"" Well, I'm now learning that the first visitor, Me, has all the power, from naming the island, to even getting DIY recipes. Nintendo please fix this! I don't want to see my brother upset and have to get a new switch! Switches are kinda pricey for our family, plus getting a new copy would just break the bank."
faintly,"Mar 27, 2020",4,Full experience for all players. It's not a cheap game every household deserves a whole game.
YallSuck,"Mar 27, 2020",10,It’s been great being able to play this lately with everything being closed and nothing else to do.
Artsyskid,"Mar 27, 2020",10,I loved this game and it was very fun. The only problem was the 1 island per switch restrictions and I would give and 8 but some are giving this game a zero just for one flaw alone.
RoyDonk,"Mar 27, 2020",0,"This game epitomizes Nintendo’s anti consumerism. The ways this game goes about save files and local multiplayer is archaic and ridiculous. Nintendo purposely limits any additional player in ways that force people into purchasing multiple switches if they would like to enjoy the game with another person. As an additional player you are limited to being basically useless. Nintendo has also limited the player to a single Island save file per switch, with no cloud saves or file transfer. If you own two switches, Too bad. If you share a console and want to have separate islands. Too bad. If you want to enjoy the game with a family member, partner, or friend on a single console. Too bad. There is not a single technical limitation to create the major flaws of this game. The issue is Nintendo’s greed and desire to take advantage of their blindly loyal fanbase. Nintendo is the EA of the first party and should be treated as such. Don’t let Nintendo spit in your face. Don’t buy New Horizons."
SuperKrampus,"Mar 27, 2020",10,"Best game that I have EVER played! So much thought and care went into turning this into a genuinely immersive experience. Personally, the 1 island per switch problem didn’t affect me as I have my own personal switch and my brother who also plays has HIS own. The characters are  way more lifelike than in Animal Crossing New Leaf and I feel like my island is truly mine. You can place furniture inside OR outside as well as building shops, bridges, ramps and even a giant robot! With the shops you can find carefully designed furniture and clothing! Most of the furniture you buy can even be customized into multiple styles, truly making it feel like yours! You can also craft your own furniture such as chairs, tables and beds! It makes it feel like you have a part in your island life. With the clothing  store you can buy hats, shirts, pants and more! Unfortunately this game has been review BOMBED by people who in the end won’t make change! This is the best Switch game and I highly recommend. This game is a 10/10, not 5.7."
Lunalata,"Mar 27, 2020",0,"If you have your own personal switch that you play without the need to share, this game could easily be a 10 for you. However, as someone who shares a switch with their family, this game is extremely disappointing and limiting considering the fact that only one person can play the game to its full potential. I am appalled at the idea of forcing all owners of the switch onto one island where only one player has full control over progression while others fight over the limited daily resources. How unbelievably stupid was that decision? I know many will argue that this is how Animal Crossing games have always been. So? That doesn't make the decision good. For instance, Breath of the Wild was an instant hit in my household. This could not be the case if everyone was locked into the same save. Instead, everyone had their own save and could make their own decisions. Scratch that with Animal Crossing. My younger sister was eager the play after me, but couldn't find anything to do after 5 minutes. For a second player, this game deserves a 0/10. This stands true until every individual profile has the option to tend to their own individual island. It just ruins the experience. I hope these negative user reviews open Nintendo's eyes to this frustrating issue. Especially since the Nintendo Switch is advertised as a console to be shared..."
Slimestelax,"Mar 27, 2020",10,"to be honest, this is really a good game for a single person since I don't have anyone in my family to play it is really a nice experience"
Arials22,"Mar 27, 2020",0,"Had lots of fun with it for first 2 days. But it's a super slow game after that. Got to the point where i enter game, pay off loan and quit for the day. Don't know if its gonna pick up after but i don't fell like it."
CatPCgames,"Mar 27, 2020",9,"I absolutely loved New Leaf, and being able to experience an animal crossing game again, this time in HD is amazing to me. The game looks, sounds, and plays amazing. The addition of crafting recipes gives something for Collectors to, you know, collect. Many novelty items are great for Recliners to kick back and relax. Stylists now have the ability to choose exactly where their villagers move in and can change their location later, as well as being able to terraform.
However, the fact that you can only have one island per system and the absence of many fan favorite items, bring my score down from a 10/10 to a 9/10."
EpicCookie112,"Mar 27, 2020",10,"Animal Crossing New Horizons is an amazing game and the perfect addition to my Switch library. Don't let the people review bombing this game, the game is amazing."
Acecount,"Mar 27, 2020",10,"I had to create an account just to rate this game and hopefully leave a review people would read. This is easily the best entry in the animal crossing series! Incredibly customizable and just breathtaking. The negative reviews touch on pretty much only one singular thing; the lack of multiple islands on a single console. I understand this. It **** that you cannot have more than one island on a console, however, leaving a zero review because of this factor is not genuine. A ton of people dislike one factor and rate it a zero. It isn’t fair. I urge anyone reading this to look up footage of the game rather than reading these very weird reviews. It’s a fantastic game, just know going into it that there is only one Island per console, which was explained in a Nintendo Direct prior to the release of the game, and covered by many gaming news companies."
Lamp2109,"Mar 27, 2020",0,"Apart from what the other users have to say about this game being frustrating as a second player, Animal Crossing: New Horizons evokes a very real anxiety during this time of isolation. With only one island and limited resources, this game is more reflective of quarantine than island life. In a time when you have no control, playing New Horizons as the second player is amplified by the limited choices and control of “your” island."
pleasebro,"Mar 27, 2020",1,Games not bad. Unfortunately I have been robbed **** individual experience because my gf started first. 1 island per switch is obnoxious.
tootles420,"Mar 27, 2020",0,Very limited multiplayer play unless you own two consoles.  the loading screen for multiplayer is so annoying and long
catrionacm,"Mar 27, 2020",10,"So much fun playing this game on my brother's switch. Don't understand the hate it gets, I'm player 2 on the island and enjoy it just as much as my brother."
Fthisgame,"Mar 27, 2020",0,"Spoiler alert, can't be played by two players on the same island on the same switch. Everything the second player does or picks up vanishes."
Chandlersea,"Mar 27, 2020",0,This game would be perfect if your the island rep. Everyone else gets to play the f2p version...
DiegoOrt6420,"Mar 27, 2020",10,"It such a good game, it's a must buy it looks so good most likely the best looking game on switch rn, Would recommend! Also the one island thing was shown in the ACNH Direct so before you buy a game you should of saw the direct before buying to learn about it."
trinityw,"Mar 27, 2020",0,"Let me change the resident representative, Nintendo ! Stop money grabbing and trying to make us buy another $300 console and $60 game, and warn people before they start their save file"
MinedGames,"Mar 27, 2020",8,"I am giving this game a 8/10, although the game would be a 9/10 for me personally. As you all already know by now the one island per console limitation is VERY stupid. In order to progress in the game you need to person who owns the island to do it, making the other people playing very limited. The game itself is amazing, but the one island per console limitation makes this game not near as great as if you are playing solo. Personally i would rate it this way if you are playing solo: 9/10, and if you are playing with multiple people the experience is not near as great, and i would personally say the game is a 6/10 while playing with multiple people. This could have been pretty easily avoided if Nintendo just allowed people to have more than one island per console. Overall the game is a must buy if you plan on playing solo, but if you are playing with multiple people the game is not near as great."
Tyryx,"Mar 27, 2020",0,"The game is completely ruined for the second player. With the inability for multiple islands you would think Nintendo would have made all players on the island equal. No. Only the original character can actually participate in the majority of the game. Only they can build things and upgrade shops and progress the game. All other characters are treated as second class citizens. This is completely ridiculous. As someone who shares a switch, and has been waiting for this game for seven years, I am unable to play it because I can’t access what was advertised due to these arbitrary limitations that are outdated and unnecessary."
SilliestPutty,"Mar 27, 2020",0,I wouldn't have purchased this game if I had known there was only 1 Island per console.
Cbabybear,"Mar 27, 2020",9,First time back to animal crossing since wild world! Although I can think of a few things that could increase the quality of life I think it’s amazing and over the last 7 days since launch I have spent most of each day on my island.
